25124,06,09,14,26,27,08,09,1062300761,18,6587901,211,50264,367907521,2025-11-01
25123,08,13,24,25,31,04,10,1136294713,9,10000000,145,116755,333755324,2025-10-29
25122,02,03,06,16,17,04,05,1153025368,9,8046946,119,126281,332420638,2025-10-27
25121,02,03,08,13,21,07,12,1201113535,10,9198484,114,150688,356833346,2025-10-25
25120,11,13,22,26,35,02,08,1229721100,8,9990487,113,132079,325832725,2025-10-22
25119,08,15,27,29,31,01,07,1247363715,3,10000000,83,194720,319880731,2025-10-20
25118,02,08,09,12,21,04,05,1209569201,4,10000000,188,68761,319584678,2025-10-18
25117,05,10,18,21,29,05,07,1200034223,12,7523798,249,49320,302232387,2025-10-15
25116,02,06,16,22,29,08,12,1245943636,0,0,122,113528,298992508,2025-10-13
25115,03,12,14,21,35,01,05,1188143075,3,10000000,79,233905,330363634,2025-10-11
25114,03,08,09,12,16,01,05,1144042318,8,8266633,110,101160,286469363,2025-10-08
25113,01,14,18,28,35,02,03,1174480898,14,8165613,82,193019,302539540,2025-10-06
25112,03,04,21,23,24,09,12,1222244292,7,10000000,113,165203,319054991,2025-09-29
25111,02,09,14,21,26,02,12,1227497634,5,10000000,152,101012,331165537,2025-09-27
25110,01,15,22,30,31,02,08,1216735503,6,10000000,101,147187,299730589,2025-09-24
25109,04,08,10,13,26,09,10,1212757053,3,10000000,157,95406,313350591,2025-09-22
25108,14,18,21,24,29,03,06,1188449971,6,10000000,125,122587,341209503,2025-09-20
25107,05,07,08,15,33,06,10,1185080984,7,10000000,111,115382,314311008,2025-09-17
25106,05,06,11,26,29,05,10,1199200033,12,7501830,136,93464,314630148,2025-09-15
25105,15,16,25,28,34,10,12,1251025275,3,10000000,75,280822,341440186,2025-09-13
25104,02,06,09,22,34,02,08,1199979893,4,10000000,95,170407,315640944,2025-09-10
25103,05,08,19,32,34,04,05,1180433358,4,10000000,162,85006,310233728,2025-09-08
25102,09,10,13,26,28,02,04,1157865481,1,10000000,100,174162,336362587,2025-09-06
25101,05,07,19,26,32,08,09,1106707325,9,8239676,141,91574,307833370,2025-09-03
25100,26,28,32,34,35,02,07,1140476607,2,10000000,82,208143,313027593,2025-09-01
25099,06,12,20,26,31,02,04,1089336925,12,7989550,301,43436,333985688,2025-08-30
25098,01,07,09,10,23,10,12,1129247144,1,10000000,88,169934,308524554,2025-08-27
25097,05,24,25,32,34,01,09,1077551662,3,10000000,63,281700,310927488,2025-08-25
25096,02,11,17,22,24,07,09,1040644815,12,7695748,223,51758,332437847,2025-08-23
25095,07,13,14,19,27,06,10,1082529388,8,8079377,201,54829,305061816,2025-08-20
25094,04,09,17,30,33,05,09,1116595094,13,8274828,176,70315,307470270,2025-08-18
25093,01,07,09,16,30,02,05,1157754345,6,10000000,126,108929,330705608,2025-08-16
25092,04,10,17,25,32,05,07,1153953579,14,6332890,216,55809,305765437,2025-08-13
25091,01,19,22,25,27,03,10,1254338103,2,10000000,49,362728,307088100,2025-08-11
25090,06,14,19,22,27,01,04,1200005188,7,9645715,221,59626,331564816,2025-08-09
25089,02,11,12,32,34,03,10,1218712702,68,5572232,170,87488,301829705,2025-08-06
25088,08,09,10,11,35,05,11,1540665716,9,7817069,158,72241,298062525,2025-08-04
25087,05,13,14,16,20,03,08,1579681545,14,6980988,149,78989,315319154,2025-08-02
25086,02,06,23,24,33,01,10,1646600668,2,10000000,45,379316,295578823,2025-07-30
25085,02,05,09,14,33,04,09,1595323743,25,5907764,71,217226,294227352,2025-07-28
25084,09,11,13,18,29,04,11,1790261424,3,10000000,89,148783,315027700,2025-07-26
25083,12,17,18,20,34,02,05,1769075337,3,10000000,98,145052,296169217,2025-07-23
25082,02,03,04,12,26,01,08,1735099174,4,10000000,112,110917,296090839,2025-07-21
25081,01,04,06,15,18,02,03,1745616945,5,10000000,75,229037,321712458,2025-07-19
25080,09,10,18,22,24,03,12,1723670049,2,10000000,132,101935,299028201,2025-07-16
25079,02,14,32,34,35,05,11,1685844587,3,10000000,42,387849,300459382,2025-07-14
25078,07,10,15,21,24,05,06,1653989427,5,10000000,193,66462,322049886,2025-07-12
25077,12,14,16,19,28,01,04,1664896850,2,10000000,61,297434,302633813,2025-07-09
25076,11,18,22,25,29,04,12,1612133475,7,10000000,122,124331,306337461,2025-07-07
25075,08,12,16,19,35,06,09,1627185579,9,8126105,142,86993,327099927,2025-07-05
25074,02,11,15,18,21,05,10,1661629014,10,8367964,80,163981,304472528,2025-07-02
25073,01,04,17,33,34,03,09,1695259566,11,7635760,158,76908,306793454,2025-06-30
25072,04,07,15,24,29,01,04,1739661641,6,10000000,131,125166,337329044,2025-06-28
25071,01,08,25,31,33,05,11,1743326978,3,10000000,65,211711,313848778,2025-06-25
25070,08,09,15,20,22,04,12,1718532211,2,10000000,112,123539,312961169,2025-06-23
25069,04,06,07,33,34,09,10,1677561945,3,10000000,71,269001,338663590,2025-06-21
25068,01,04,17,20,22,04,10,1628402090,2,10000000,98,159002,318966997,2025-06-18
25067,06,10,12,21,22,01,06,1588528359,5,10000000,156,101197,321766533,2025-06-16
25066,15,18,27,28,34,03,06,1579075869,3,10000000,95,178917,339059066,2025-06-14
25065,07,25,32,33,35,04,09,1539171328,4,10000000,103,123549,322427160,2025-06-11
25064,05,10,18,20,34,01,08,1534694450,2,10000000,107,160826,328463659,2025-06-09
25063,05,18,26,29,32,07,10,1482278557,11,7822918,102,122650,353640087,2025-06-07
25062,14,20,27,28,29,06,10,1525360041,3,10000000,104,172762,331453922,2025-06-04
25061,02,11,16,23,28,05,10,1489857621,10,8139831,141,99022,326041766,2025-06-02
25060,12,14,19,33,34,01,07,1530054633,2,10000000,97,205497,344759819,2025-05-31
25059,03,09,10,11,26,01,02,1472810542,4,10000000,165,81352,330253002,2025-05-28
25058,06,11,15,21,23,01,07,1457374217,3,10000000,147,119413,337041717,2025-05-26
25057,09,10,11,12,29,01,10,1415654589,4,10000000,191,100021,379533383,2025-05-24
25056,12,15,28,29,32,08,11,1375155245,2,10000000,109,158329,354948673,2025-05-21
25055,08,10,25,29,30,01,02,1329842897,6,10000000,110,194591,373248241,2025-05-19
25054,03,12,16,21,29,01,02,1305673258,6,10000000,143,157222,400498726,2025-05-17
25053,14,23,29,30,33,06,12,1281475210,7,10000000,88,238046,378116432,2025-05-14
25052,02,04,11,29,30,02,08,1261675357,3,10000000,218,85037,384489687,2025-05-12
25051,02,04,13,29,31,05,12,1208341380,5,10000000,156,89634,402596942,2025-05-10
25050,15,18,20,21,34,04,10,1220697850,7,10000000,137,113717,380353203,2025-05-07
25049,09,20,22,29,34,03,08,1233463085,10,9368639,78,227748,350534405,2025-05-05
25048,02,06,17,23,35,06,11,1258998704,2,10000000,126,140526,364105069,2025-05-03
25047,03,10,11,12,21,02,03,1202271493,9,10000000,167,105515,367385544,2025-04-30
25046,04,10,15,20,34,04,07,1213336580,4,10000000,110,123790,367246953,2025-04-28
25045,08,11,21,23,27,03,08,1207089478,10,9199763,140,126988,394950774,2025-04-26
25044,15,17,21,22,26,02,08,1237807813,4,10000000,132,123720,368611600,2025-04-23
25043,03,16,20,21,27,09,11,1212466180,2,10000000,143,132632,362168053,2025-04-21
25042,06,08,11,18,20,05,11,1157421362,2,10000000,164,105826,391234678,2025-04-19
25041,03,04,21,22,27,05,11,1110680828,8,8448564,109,128409,372136085,2025-04-16
25040,02,08,16,31,32,04,12,1147506477,4,10000000,154,100484,365388846,2025-04-14
25039,03,07,14,15,19,06,10,1128975871,4,10000000,99,192059,380283087,2025-04-12
25038,07,08,20,26,34,08,09,1098668136,4,10000000,145,106912,367355129,2025-04-09
25037,05,20,23,27,31,04,06,1078059212,3,10000000,78,202241,302429281,2025-04-07
25036,04,07,13,27,30,02,06,1044099471,4,10000000,87,162675,303323074,2025-04-05
25035,22,25,28,29,30,04,08,1034539140,6,10000000,85,167168,290834566,2025-04-02
25034,04,15,22,28,33,06,08,1046884586,12,6578028,143,81044,291102580,2025-03-31
25033,01,02,08,10,33,10,12,1132503712,3,10000000,107,144899,312033249,2025-03-29
25032,12,22,25,27,28,01,02,1094382586,0,0,62,261176,303333312,2025-03-26
25031,14,18,20,25,35,01,07,1024377873,4,10000000,72,247703,311643171,2025-03-24
25030,03,09,14,24,28,06,07,995094280,9,7699188,178,72009,338162194,2025-03-22
25029,05,09,26,31,33,03,10,1043234948,2,10000000,144,100702,314474524,2025-03-19
25028,06,08,20,25,29,03,07,1006966152,7,8904156,103,127524,313737340,2025-03-17
25027,03,06,11,13,20,01,11,1035665608,8,10000000,117,151904,333487900,2025-03-15
25026,02,03,07,17,30,01,09,1039296517,1,10000000,80,161515,313696373,2025-03-12
25025,03,06,08,10,25,03,07,993864524,7,7559158,137,75409,313678335,2025-03-10
25024,06,12,13,16,23,05,08,1035953603,14,6364847,132,65034,331854703,2025-03-08
25023,10,20,22,24,25,09,12,1115584484,4,10000000,93,178006,302766777,2025-03-05
25022,01,11,13,27,29,04,10,1103298038,7,9280845,102,115866,298217183,2025-03-03
25021,10,18,25,30,35,03,12,1123599303,7,10000000,115,117927,335200766,2025-03-01
25020,01,09,12,22,29,05,09,1132471892,8,8494966,146,67527,300087089,2025-02-26
25019,07,08,11,18,23,03,11,1159248699,7,8207321,199,56096,296357549,2025-02-24
25018,01,07,09,20,28,01,04,1191928482,16,7273028,84,182563,314802603,2025-02-22
25017,10,12,26,28,31,03,10,1260507194,1,10000000,93,144416,288044955,2025-02-19
25016,05,07,12,20,29,08,12,1212239218,12,6900770,157,87391,288272949,2025-02-17
25015,07,10,24,31,35,01,08,1290950589,4,10000000,84,178523,314676590,2025-02-15
25014,05,19,22,29,35,02,10,1278086020,4,10000000,128,106474,289867311,2025-02-12
25013,14,16,18,20,35,02,05,1260404090,5,10000000,81,201895,289136668,2025-02-10
25012,02,18,19,21,25,02,11,1240397719,2,10000000,97,183282,358739098,2025-02-08
25011,03,06,07,11,27,02,08,1183329142,5,9667253,163,65086,373437138,2025-01-25
25010,05,21,28,30,32,07,12,1197169902,6,10000000,86,171799,314170042,2025-01-22
25009,03,19,21,30,32,06,09,1207630140,5,10000000,126,108815,308814993,2025-01-20
25008,01,05,07,13,35,05,12,1208994729,7,10000000,132,94439,336989378,2025-01-18
25007,15,22,23,25,31,01,09,1221403982,1,10000000,70,271022,311942681,2025-01-15
25006,03,04,13,19,35,03,10,1157222669,4,10000000,104,141473,315397229,2025-01-13
25005,05,06,08,31,32,09,11,1135025880,4,9839697,212,54953,313119385,2025-01-11
25004,02,05,09,13,33,01,07,1149680406,3,10000000,102,138323,294103605,2025-01-08
25003,10,25,30,32,34,04,10,1125887685,1,10000000,46,385970,302634553,2025-01-06
25002,19,21,22,28,32,06,09,1059802300,7,8977032,90,140909,328380460,2025-01-04
25001,05,08,16,17,27,04,07,1083648909,12,7654708,162,62463,300925149,2025-01-01
24152,01,02,07,08,31,02,10,1125809266,3,10000000,145,113095,303398169,2024-12-30
24151,05,12,17,19,35,10,11,1100535289,5,10000000,109,146038,315044922,2024-12-28
24150,04,11,23,25,34,05,07,1082499928,2,10000000,146,85346,294938543,2024-12-25
24149,02,05,16,18,22,07,09,1046459747,3,10000000,108,110866,293475449,2024-12-23
24148,06,09,20,32,35,08,11,1027404436,2,10000000,119,109466,319089575,2024-12-21
24147,12,18,21,22,31,01,07,981658901,0,0,75,223695,297698975,2024-12-18
24146,05,20,21,22,32,03,04,912659139,6,9555674,125,106831,296215559,2024-12-16
24145,01,06,09,22,24,01,03,931270188,4,10000000,95,174535,320626163,2024-12-14
24144,06,07,08,21,30,01,05,901592547,4,10000000,119,119813,298735511,2024-12-11
24143,16,20,22,24,31,04,05,887487585,6,9370240,144,80121,299228472,2024-12-09
24142,08,21,24,33,34,03,10,908929975,13,6849783,88,112528,327282822,2024-12-07
24141,02,06,07,16,20,02,11,966806148,7,8545200,154,71205,302351348,2024-12-04
24140,03,06,15,23,31,01,12,992732461,4,10000000,112,128171,313586274,2024-12-02
24139,05,12,20,23,24,05,07,965113949,9,8236640,160,105433,346398503,2024-11-30
24138,05,17,20,28,34,04,09,1009101192,3,10000000,79,190337,314640260,2024-11-27
24137,08,15,16,17,21,02,05,987311039,3,10000000,119,104452,314223012,2024-11-25
24136,01,17,20,29,34,07,08,975020597,1,10000000,105,165661,339548742,2024-11-23
24135,06,08,22,24,30,03,08,908783183,11,7341497,290,39797,312278951,2024-11-20
24134,01,04,07,13,33,05,06,961163599,4,10000000,123,112009,315446181,2024-11-18
24133,08,10,14,22,29,04,06,939926814,6,10000000,105,148951,340137954,2024-11-16
24132,05,06,10,16,31,06,09,940646992,6,9953712,86,140888,313339293,2024-11-13
24131,02,03,04,21,26,02,03,955783255,10,8892360,86,181338,314078746,2024-11-11
24130,11,21,25,31,32,04,10,986242259,6,10000000,113,132321,324915160,2024-11-09
24129,07,19,30,31,34,05,07,998345495,3,10000000,78,181532,293942499,2024-11-06
24128,03,07,10,29,31,01,03,966301156,2,10000000,75,214022,295772015,2024-11-04
24127,02,03,10,16,28,07,10,924642774,4,10000000,146,107175,320316369,2024-11-02
24126,02,10,17,28,34,07,08,905005034,5,10000000,112,122664,294045224,2024-10-30
24125,10,14,19,24,26,01,10,892379303,3,10000000,77,202295,287673530,2024-10-28
24124,02,03,07,10,25,01,11,858545811,5,10000000,93,148884,305128586,2024-10-26
24123,03,09,16,30,31,08,09,852251926,7,9140228,200,53660,283405074,2024-10-23
24122,05,06,09,15,17,03,10,873167406,2,10000000,163,67642,280871730,2024-10-21
24121,07,15,18,24,33,04,05,853826236,12,7033857,168,76309,292563058,2024-10-19
24120,04,12,17,23,27,02,08,921780534,7,9594830,146,82997,280844941,2024-10-16
24119,06,12,28,30,33,02,07,940710313,7,9881541,71,174879,278151059,2024-10-14
24118,01,03,09,16,19,05,11,958387740,15,6673506,351,24262,300619285,2024-10-12
24117,02,10,22,26,28,02,04,1025830819,4,9706493,177,61759,279087954,2024-10-09
24116,01,03,06,16,25,01,11,1040962748,1,10000000,66,203919,263019108,2024-10-07
24115,03,04,12,19,24,08,12,988785697,8,7465766,128,95071,243348471,2024-10-05
24114,12,27,30,34,35,05,11,1038006420,3,10000000,77,190925,290854587,2024-09-30
24113,16,18,25,26,33,04,08,1008302191,5,10000000,122,90958,317006955,2024-09-28
24112,05,15,24,31,34,03,10,1014832821,1,10000000,81,157205,283593275,2024-09-25
24111,03,09,19,27,30,07,11,966755238,15,6071953,249,32920,280484335,2024-09-23
24110,01,07,08,18,28,04,12,1060908946,2,10000000,191,53245,307601707,2024-09-21
24109,12,23,26,27,28,03,11,1040316852,3,10000000,96,144071,282500167,2024-09-18
24108,16,17,21,31,34,03,08,1012698648,7,9949930,37,391432,270720268,2024-09-16
24107,06,14,16,18,34,03,10,1030077351,4,10000000,135,106428,303292855,2024-09-14
24106,05,11,19,22,29,02,12,1014306627,9,7381712,160,71734,283352466,2024-09-11
24105,14,20,21,28,32,09,11,1064900749,2,10000000,70,217870,281222334,2024-09-09
24104,01,04,09,13,17,06,09,1026470045,3,10000000,105,128495,303918306,2024-09-07
24103,19,21,29,32,33,06,08,1003149772,5,10000000,76,183185,285358461,2024-09-04
24102,01,05,09,14,20,05,11,991319515,2,10000000,150,78865,286610488,2024-09-02
24101,16,19,22,27,35,06,10,960205928,0,0,63,240725,296382861,2024-08-31
24100,02,12,19,22,32,05,11,894146459,6,9951022,144,89979,278077493,2024-08-28
24099,04,10,24,31,35,05,08,911074907,4,10000000,36,386908,276604624,2024-08-26
24098,03,10,15,19,29,09,10,904522393,6,9380836,135,88093,298358972,2024-08-24
24097,07,11,12,14,19,02,08,925914938,5,10000000,76,148425,275862263,2024-08-21
24096,02,03,23,27,31,01,10,928765335,5,10000000,123,110523,274611467,2024-08-19
24095,01,07,19,26,27,03,05,942654792,3,10000000,98,114170,292394451,2024-08-17
24094,12,13,24,29,31,02,08,921004006,6,10000000,93,149808,268381009,2024-08-14
24093,16,24,26,28,29,08,12,933160956,2,10000000,73,160783,267469695,2024-08-12
24092,02,04,25,26,31,01,06,896954081,2,10000000,89,161478,291452049,2024-08-10
24091,01,08,11,17,21,01,02,853175803,7,9748244,99,129951,275909984,2024-08-07
24090,02,03,06,28,33,07,11,871435470,6,10000000,82,180349,272808891,2024-08-05
24089,05,06,29,30,34,07,08,883749233,9,7163757,127,78297,295210405,2024-08-03
24088,01,02,23,28,32,03,05,936027719,1,10000000,47,283766,275758279,2024-07-31
24087,07,10,20,28,34,05,10,878620336,5,9672418,75,155962,270914474,2024-07-29
24086,11,12,14,22,28,07,11,894351076,4,10000000,85,144025,289812124,2024-07-27
24085,02,09,16,29,35,01,06,884649055,2,10000000,133,100556,272997715,2024-07-24
24084,04,11,16,17,23,05,10,843256869,7,9606887,69,179261,273725306,2024-07-22
24083,09,11,12,13,30,07,09,862133986,30,5386805,230,24313,286958348,2024-07-20
24082,08,21,23,24,26,04,05,1063036331,3,10000000,211,69411,267432531,2024-07-17
24081,14,15,25,27,34,01,10,1046747917,3,10000000,80,175312,272829311,2024-07-15
24080,03,05,24,27,28,09,11,1020105408,3,10000000,69,220379,291094012,2024-07-13
24079,03,08,17,18,23,06,11,991691071,6,9403336,158,62028,268730382,2024-07-10
24078,05,07,10,14,15,04,07,1008923164,6,8221379,115,87283,268900803,2024-07-08
24077,01,03,25,26,29,06,12,1038326615,3,10000000,89,156312,290800928,2024-07-06
24076,01,06,22,27,35,07,12,1020815446,5,10000000,86,125651,267258235,2024-07-03
24075,08,17,26,28,32,01,10,1018960255,2,10000000,71,179582,271990488,2024-07-01
24074,02,10,11,21,27,09,11,982548557,5,10000000,149,89477,299903507,2024-06-29
24073,07,09,12,21,23,05,09,975514514,5,10000000,144,73811,274592514,2024-06-26
24072,04,17,21,23,32,01,06,983268734,0,0,50,299976,277834690,2024-06-24
24071,06,10,15,34,35,02,10,915626816,1,10000000,73,208366,299309419,2024-06-22
24070,04,20,21,32,34,02,09,853967599,5,10000000,71,191527,285815574,2024-06-19
24069,07,09,16,20,24,03,07,861827970,4,10000000,209,46671,283229251,2024-06-17
24068,15,20,31,32,33,05,10,856579361,8,8633190,93,143076,309548443,2024-06-15
24067,03,11,14,20,22,06,09,887419662,6,8434472,216,44822,284089108,2024-06-12
24066,13,19,20,24,25,06,07,913263902,5,10000000,153,73056,273100690,2024-06-10
24065,05,10,18,26,27,03,06,921687696,11,8094947,360,41325,309719434,2024-06-08
24064,05,12,21,32,33,08,09,962849744,6,10000000,121,109189,288277616,2024-06-05
24063,07,12,16,33,34,01,03,973735264,10,7845807,52,290678,292831289,2024-06-03
24062,05,14,15,16,33,03,05,1026874292,4,10000000,78,187908,315884493,2024-06-01
24061,01,12,19,31,33,05,08,1010655904,2,10000000,70,191462,299445616,2024-05-29
24060,03,21,25,28,30,01,12,972277349,2,10000000,67,249663,296628686,2024-05-27
24059,17,18,20,25,31,03,12,931975708,2,10000000,79,210693,324880212,2024-05-25
24058,06,10,13,20,32,01,02,870850889,0,0,80,194302,309602010,2024-05-22
24057,09,25,30,33,34,03,09,800308582,13,8286191,64,226747,318410232,2024-05-20
24056,16,17,18,27,35,06,12,843912893,6,9728340,120,109224,336018142,2024-05-18
24055,07,17,22,30,34,05,07,863670781,3,10000000,62,221453,317431264,2024-05-15
24054,05,06,09,11,22,01,03,832891427,5,10000000,176,76457,320575371,2024-05-13
24053,01,07,19,20,35,03,09,830363706,14,7105231,293,37147,336156975,2024-05-11
24052,02,03,13,22,34,04,08,889972405,3,10000000,84,167577,310107521,2024-05-08
24051,05,21,22,23,29,01,02,873151022,2,10000000,84,178405,315085775,2024-05-06
24050,03,04,14,18,26,07,09,815223578,5,7763994,165,68402,317239170,2024-05-04
24049,04,06,09,10,22,01,08,797733183,4,7782365,92,136026,314130981,2024-05-01
24048,12,18,21,26,28,08,09,778092485,6,6699387,116,95120,334634953,2024-04-29
24047,11,19,21,26,35,10,11,778752831,1,10000000,140,102166,359497689,2024-04-27
24046,06,12,17,29,30,07,11,719960457,21,6357343,171,68859,339369342,2024-04-24
24045,09,10,14,31,32,03,08,849701017,11,7959250,245,53044,340035744,2024-04-22
24044,03,13,15,17,22,06,10,899843309,7,10000000,71,234449,363290238,2024-04-20
24043,03,04,08,14,27,05,07,913546496,5,10000000,93,149543,337646989,2024-04-17
24042,01,08,15,23,35,05,12,922909347,3,10000000,84,207584,347841577,2024-04-15
24041,06,08,14,16,28,03,05,876124219,10,9149915,166,89598,370223535,2024-04-13
24040,05,12,16,29,30,03,06,907166367,7,9689751,123,114513,350033896,2024-04-10
24039,03,10,11,20,22,06,10,931378507,5,10000000,133,113233,349193612,2024-04-08
24038,15,22,24,25,29,01,05,911253520,7,10000000,85,209195,364876225,2024-04-06
24037,17,19,20,29,35,07,11,927354951,5,10000000,62,215860,343086982,2024-04-03
24036,02,05,11,32,34,06,10,918965535,5,10000000,77,203395,353073460,2024-04-01
24035,05,13,17,29,33,05,12,926324125,5,10000000,85,212457,382184067,2024-03-30
24034,23,26,27,29,33,05,08,912961631,5,10000000,101,135025,359904179,2024-03-27
24033,04,08,10,11,15,07,09,921716263,3,10000000,93,155489,356750334,2024-03-25
24032,05,15,26,33,35,01,09,891308931,4,10000000,84,196472,390395258,2024-03-23
24031,09,12,15,30,34,05,06,863917071,2,10000000,63,315168,372883742,2024-03-20
24030,08,09,11,19,30,06,12,802701826,5,10000000,173,76092,368415603,2024-03-18
24029,04,19,24,28,34,04,05,815798946,3,8132033,108,135996,321907209,2024-03-16
24028,13,18,20,26,28,04,08,793751297,7,6557970,94,114840,290304264,2024-03-13
24027,08,09,16,22,23,07,09,797510013,11,6990402,130,74810,294174414,2024-03-11
24026,01,18,21,26,33,02,12,855790631,2,10000000,37,460501,309482982,2024-03-09
24025,01,02,08,18,27,04,08,803788991,1,10000000,161,71434,287737493,2024-03-06
24024,03,05,12,17,26,01,12,755385807,3,8798252,131,92413,288745840,2024-03-04
24023,08,10,12,14,22,05,09,732529068,6,7312943,120,103144,310377214,2024-03-02
24022,07,09,11,31,32,04,08,722283851,5,7000760,169,51763,285993558,2024-02-28
24021,01,12,16,20,28,07,09,717631060,21,5982202,101,117627,282070714,2024-02-26
24020,02,04,08,19,26,02,06,878719861,4,10000000,135,84829,294279472,2024-02-24
24019,19,20,26,29,30,03,04,871199741,6,8217484,130,80002,269021669,2024-02-21
24018,04,12,19,25,27,01,09,900623260,6,10000000,119,117921,298212980,2024-02-19
24017,03,07,25,27,35,01,04,914830111,0,0,105,181062,347010224,2024-02-07
24016,15,18,25,27,29,06,11,836640938,4,10000000,89,168713,291609488,2024-02-05
24015,08,11,14,24,31,05,06,832704686,15,6784841,149,73321,293435107,2024-02-03
24014,04,05,16,21,31,09,11,899112802,3,10000000,108,128779,277054139,2024-01-31
24013,05,22,25,28,30,03,12,867748199,10,7927899,88,126216,273865726,2024-01-29
24012,21,22,25,26,34,01,09,906728562,0,0,57,311796,302400695,2024-01-27
24011,01,03,27,32,34,01,07,826914379,4,10000000,53,233964,278088460,2024-01-24
24010,02,08,10,15,27,02,08,823023678,8,7815815,115,80040,277288880,2024-01-22
24009,15,18,19,24,26,05,09,855885855,2,10000000,129,119214,310609197,2024-01-20
24008,04,06,11,20,30,03,05,813246230,6,9547905,136,84867,290297440,2024-01-17
24007,04,05,28,34,35,04,11,831890343,12,7361176,174,61218,295347811,2024-01-15
24006,08,13,16,17,33,02,10,881907619,6,10000000,90,140208,317993801,2024-01-13
24005,03,05,07,09,12,05,08,891647288,15,6259584,310,25139,296118578,2024-01-10
24004,02,06,18,19,27,08,09,966373900,10,6632781,193,45844,293740320,2024-01-08
24003,07,09,12,23,29,01,02,1033378431,9,7766564,195,59738,316688194,2024-01-06
24002,01,06,08,27,32,03,04,1075477263,7,8971726,164,67883,287934747,2024-01-03
24001,03,09,17,26,35,02,07,1097128761,7,8913873,102,120804,288568779,2024-01-01
23150,05,06,17,18,33,11,12,1123526131,4,10000000,159,91893,314687875,2023-12-30
23149,01,16,17,21,29,01,06,1103823973,6,9555249,95,130109,287474518,2023-12-27
23148,11,12,20,21,27,02,12,1124396080,6,10000000,107,110336,288709459,2023-12-25
23147,06,07,19,33,34,03,08,1139271875,5,10000000,72,162352,300086203,2023-12-23
23146,14,18,19,26,31,02,07,1149841281,5,10000000,62,209503,283511398,2023-12-20
23145,06,10,12,32,33,06,07,1141903902,3,10000000,87,157236,281788090,2023-12-18
23144,05,14,18,25,35,01,10,1134916198,5,10000000,99,149256,305447538,2023-12-16
23143,09,20,23,29,33,02,10,1127826662,1,10000000,94,149042,290282263,2023-12-13
23142,04,13,15,17,32,10,12,1083472753,5,10000000,60,283757,294429085,2023-12-11
23141,04,22,25,30,31,04,05,1062646770,5,10000000,81,185420,326977354,2023-12-09
23140,01,02,09,19,30,01,02,1043730972,6,10000000,113,129633,311212097,2023-12-06
23139,15,16,25,31,34,05,09,1053823169,5,10000000,59,270955,306026254,2023-12-04
